case_study,bag_name,global_bag_id,frame_id,frame_time_s,ground_truth,speed_mps_raw,speed_mps,speed_source_column,source_file
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,30,1.115323,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,31,1.149493,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,32,1.182898,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,33,1.215576,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,34,1.249088,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,35,1.282561,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,36,1.315658,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,37,1.349059,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,38,1.383372,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,39,1.415712,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,40,1.449202,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,41,1.484095,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,42,1.51596,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,43,1.549383,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,44,1.583321,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,45,1.615852,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,46,1.649652,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,47,1.684529,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,48,1.715769,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,49,1.749669,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,50,1.78314,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,51,1.81658,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,52,1.8497,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,53,1.883249,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,54,1.91726,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,55,1.949743,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,56,1.983622,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,57,2.016267,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,58,2.049317,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,59,2.084875,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,60,2.116657,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,61,2.149917,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,62,2.184173,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,63,2.216521,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,64,2.249476,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,65,2.283321,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,66,2.316253,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,67,2.350174,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,68,2.385231,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,69,2.416254,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,70,2.450159,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,71,2.484124,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,72,2.516862,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,73,2.550282,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,74,2.584285,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,75,2.616611,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,76,2.649988,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,77,2.68355,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,78,2.716827,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,79,2.750396,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,80,2.783884,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,81,2.81681,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,82,2.850458,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,83,2.884298,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,84,2.916833,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,85,2.950791,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,86,2.984972,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,87,3.017541,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,88,3.051035,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,89,3.084398,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,90,3.116995,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,91,3.150485,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,92,3.183909,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,93,3.2173,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,94,3.251113,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,95,3.284475,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,96,3.317949,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,97,3.352416,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,98,3.384821,safe,0.0,0.0,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,99,3.416996,safe,0.00036,0.00036,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,100,3.453745,safe,0.000738,0.000738,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,101,3.484577,safe,0.001256,0.001256,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,102,3.51739,safe,0.001081,0.001081,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,103,3.551117,safe,0.001083,0.001083,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,104,3.584236,safe,0.001453,0.001453,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,105,3.617315,safe,0.00094,0.00094,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,106,3.651009,safe,0.001084,0.001084,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,107,3.684208,safe,0.001464,0.001464,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,108,3.717288,safe,0.001744,0.001744,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,109,3.751688,safe,0.001157,0.001157,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,110,3.786317,safe,0.000879,0.000879,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,111,3.817272,safe,0.000527,0.000527,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,112,3.851207,safe,0.000792,0.000792,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,113,3.884866,safe,0.000499,0.000499,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,114,3.918178,safe,0.000507,0.000507,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,115,3.951617,safe,0.000597,0.000597,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,116,3.985353,safe,0.000397,0.000397,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,117,4.017465,safe,0.000417,0.000417,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,118,4.051285,safe,0.000372,0.000372,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,119,4.085622,safe,0.00021,0.00021,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,120,4.117457,safe,0.000134,0.000134,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
pal,rosbag2_2025_07_11-13_23_07,pal__rosbag2_2025_07_11-13_23_07,121,4.151355,safe,0.00034,0.00034,odom_speed_mps,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_23_07_visual_h02.csv
